,0
z_log_price,0.1343633341511373
z_price_implicit_lag1,0.1153927459175238
z_delta_log_price_t_to_tplus1,0.1126374118243208
z_il_t_lag1,0.035501281969242314
z_il_t,0.03544941417289635
