scenario,n_obs,shock_share,state_share,spearman_rank_corr_vs_global
high_predicted_risk,17,0.619434336223386,0.3805656637766141,0.9999999999999999
endogenous_liquidity_stress_abs_z_dlog_tvl,17,0.480996590199979,0.519003409800021,0.9999999999999999
