date,z_il_t_plus1,z_tvl_t,z_il_t,z_il_t_lag1,z_price_implicit_lag1,z_log_price,z_delta_log_price_t_to_tplus1,il_t_plus1,tvl_t,il_t,il_t_lag1,price_implicit_lag1,log_price,delta_log_price_t_to_tplus1,reserve0,reserve1,price_implicit,pt_ratio
2022-01-22,-0.1010741463929601,-0.2678215754216564,0.5943204060062902,0.6005572194640294,-0.0052271116807546,0.1147586206064258,1.1268440908385462,-0.0043120904620778,12.54830532,-0.0002572023493619,-5.36196417000312e-06,36515.78719639772,10.466683623320352,0.2369228261784002,6.27415266,220382.965655,35125.534490102764,0.9556477986980402
2022-01-23,0.1090812740040065,-0.3411768737777395,0.4747944229511476,0.5935784384518483,-0.0758266533576404,0.6665906473166369,-0.9234093139854128,0.004568981127149,11.1507119,-0.0045692928114398,-0.0002572023493619,35125.534490102764,10.703606449498752,-0.1931360550510756,5.57535595,248193.164812,44516.111085607015,1.2111338427474931
2022-01-24,0.0009627784003704,-0.2809924930735868,0.6014411075663264,0.474085550062981,0.4010437751064872,0.2167451748107608,0.0130573681570917,-5.686274262561852e-08,12.29736792,-3.11684290710268e-07,-0.0045692928114398,44516.111085607015,10.510470394447676,0.0032961580028345,6.14868396,225642.792373,36697.737896582345,0.998422171994228
2022-01-25,0.0008152657736747,-0.2422213774328593,0.6014395313992048,0.6006971684134441,0.0040126732753606,0.2244224661059932,-0.0456393229761095,-6.290678627673962e-06,13.036050160000002,-3.685470333358865e-07,-3.11684290710268e-07,36697.737896582345,10.51376655245051,-0.0090159948565258,6.51802508,239986.507181,36818.89901242908,1.0017185589482642
2022-01-26,0.0011205042885733,-0.2381121628594971,0.6012651613219374,0.6006955926827359,0.0101654534203716,0.2034227389174481,0.0291048731827045,6.608560885079662e-06,13.1143405,-6.659225661009849e-06,-3.685470333358865e-07,36818.89901242908,10.504750557593985,0.0066622648663088,6.55717025,239260.860723,36488.43199137616,0.9927276614204128
2022-01-27,-0.0032882589487595,-0.2397247714255165,0.6014483427146553,0.6005212708855107,-0.0066162583648468,0.2189402438491473,0.1811778444042571,-0.0001797037495789,13.08361646,-5.066477593018704e-08,-6.659225661009849e-06,36488.43199137616,10.511412822460294,0.0385609227175312,6.54180823,240295.918721,36732.339174821696,0.9993635565414408
2022-01-28,0.0018628738406909,-0.2249549799706239,0.596467170005961,0.6007044015584863,0.0057697886358067,0.3087549420707872,-0.0228920906904638,3.798075735550466e-05,13.36501622,-0.0001797544143549,-5.066477593018704e-08,36732.339174821696,10.549973745177825,-0.0042445606304859,6.68250811,255114.343068,38176.43598310575,1.0386525796403598
2022-01-29,0.0018695422160199,-0.2231836049338156,0.597519951110629,0.5957246080498975,0.0791036309943033,0.2988686658812076,-0.0260260816398331,3.826255983563343e-05,13.39876514,-0.0001417736569994,-0.0001797544143549,38176.43598310575,10.54572918454734,-0.0049019430975985,6.69938257,254675.267793,38014.73719883413,1.034253298903867
2022-01-30,-0.0017521804662598,-0.2213353040966721,0.5985805434425341,0.5967770976577845,0.070892274880702,0.2874512383669458,0.0593958353465746,-0.0001147897780812,13.43397968,-0.0001035110971637,-0.0001417736569994,38014.73719883413,10.54082724144974,0.0130160635084219,6.71698984,254095.981655,37828.84710377945,1.0291958538651635
2022-01-31,-0.003352260083092,-0.2250360270396661,0.5953987082768526,0.5978373963301155,0.0614524403429163,0.3177677799239542,0.0680640251380408,-0.0001824084081346,13.36347208,-0.0002183008752449,-0.0001035110971637,37828.84710377945,10.553843304958162,0.0148342933892902,6.68173604,256073.846555,38324.448170658354,1.0426794940565656
2022-02-01,-0.1041822555786368,-0.2299839586351783,0.5903425656723412,0.5946564421592625,0.0866199570237309,0.3523192763663523,0.6677736418870228,-0.0044434377294144,13.26920218,-0.0004007092833796,-0.0002183008752449,38324.448170658354,10.568677598347453,0.1406287177442493,6.63460109,258067.418619,38897.20197465557,1.0582622010511051
2022-02-02,0.092417313482298,-0.2768886164144821,0.4671757936801187,0.5896016995127172,0.1157054289475072,0.6798665692052146,-0.5208948565620973,0.0038647698054815,12.37555656,-0.0048441470127941,-0.0004007092833796,38897.20197465557,10.709306316091702,-0.1087050687003792,6.18777828,277030.369826,44770.57148628151,1.2180568554586284
2022-02-03,-0.0191801285188571,-0.2404371609594509,0.5743025838865159,0.4664690302579172,0.4139657335254083,0.4266746782329471,0.1525618288697738,-0.0008512868620778,13.07004374,-0.0009793772073125,-0.0048441470127941,44770.57148628151,10.600601247391324,0.032558459023507,6.53502187,262439.784169,40158.97565297666,1.0925908242492073
2022-02-04,-0.0074723229592531,-0.2511922225974197,0.5507059316486712,0.5735661589189298,0.1797805736935502,0.5025086564076565,0.0511599085820831,-0.0003565203738702,12.86513416,-0.0018306640693903,-0.0009793772073125,40158.97565297666,10.63315970641483,0.0112885046408734,6.43256708,266874.396026,41488.00824102715,1.1287493364428447
2022-02-05,-0.0037092491323491,-0.2549660083074218,0.5408236138863731,0.5499760401837684,0.2472712472704897,0.5288014307045924,0.0252791571203744,-0.0001974946014721,12.79323454,-0.0021871844432606,-0.0018306640693903,41488.00824102715,10.644448211055703,0.0058597869063667,6.39661727,268395.658946,41958.99920490319,1.1415634184025547
2022-02-06,-0.0384645087296337,-0.2568044605090562,0.5353493000711516,0.5400964586634156,0.2711890185023251,0.5424498331687579,0.1978900247237646,-0.0016662359168405,12.75820764,-0.0023846790447327,-0.0021871844432606,41958.99920490319,10.65030799796207,0.0420664511337758,6.37910382,269233.851771,42205.5917834239,1.1482723741027163
